side,ficha,reason,t_in,t_out,entry_fill,exit_fill,spread,entry_delay_bars,net_067lot_clp,month
SHORT,F2,EXIT_SL_RAISED,2026-01-15T23:45:00,2026-01-16T02:30:47.638000,4595.75,4602.33,0.5,0,-412865.39,2026-01
SHORT,F3,EXIT_SL_RAISED,2026-01-15T23:45:00,2026-01-16T02:30:47.638000,4595.75,4602.33,0.5,0,-412865.39,2026-01
SHORT,F1,EXIT_SL_RAISED,2026-01-16T03:45:00,2026-01-16T04:10:09.792000,4595.79,4607.01,0.5,0,-704004.51,2026-01
SHORT,F2,EXIT_SL_RAISED,2026-01-16T03:45:00,2026-01-16T04:10:09.792000,4595.79,4607.01,0.5,0,-704004.51,2026-01
SHORT,F3,EXIT_SL_RAISED,2026-01-16T03:45:00,2026-01-16T04:10:09.792000,4595.79,4607.01,0.5,0,-704004.51,2026-01
SHORT,F1,EXIT_SL_RAISED,2026-01-16T18:00:00,2026-01-18T20:00:03.232000,4627.84,4628.34,0.5,1,-31372.75,2026-01
SHORT,F2,EXIT_SL_RAISED,2026-01-16T18:00:00,2026-01-18T20:00:03.232000,4627.84,4628.34,0.5,1,-31372.75,2026-01
SHORT,F3,EXIT_SL_RAISED,2026-01-16T18:00:00,2026-01-18T20:00:03.232000,4627.84,4628.34,0.5,1,-31372.75,2026-01
LONG,F1,EXIT_SL_RAISED,2026-01-19T00:15:00,2026-01-19T04:45:20.634000,4669.26,4663.53,0.5,0,-359531.72,2026-01
LONG,F2,EXIT_SL_RAISED,2026-01-19T00:15:00,2026-01-19T04:45:20.634000,4669.26,4663.53,0.5,0,-359531.72,2026-01
LONG,F3,EXIT_SL_RAISED,2026-01-19T00:15:00,2026-01-19T04:45:20.634000,4669.26,4663.53,0.5,0,-359531.72,2026-01
LONG,F1,EXIT_SL_RAISED,2026-01-19T22:15:00,2026-01-20T07:33:06.235000,4670.54,4723.23,0.5,0,3306060.39,2026-01
LONG,F2,EXIT_SL_RAISED,2026-01-19T22:15:00,2026-01-20T07:33:06.235000,4670.54,4723.23,0.5,0,3306060.39,2026-01
LONG,F3,EXIT_SL_RAISED,2026-01-19T22:15:00,2026-01-20T07:33:06.235000,4670.54,4723.23,0.5,0,3306060.39,2026-01
SHORT,F1,reverse,2026-01-21T04:00:00,2026-01-21T05:00:00,4847.32,4855.63,0.5,0,-521415.11,2026-01
SHORT,F2,reverse,2026-01-21T04:00:00,2026-01-21T05:00:00,4847.32,4855.63,0.5,0,-521415.11,2026-01
SHORT,F3,reverse,2026-01-21T04:00:00,2026-01-21T05:00:00,4847.32,4855.63,0.5,0,-521415.11,2026-01
SHORT,F1,EXIT_SL_RAISED,2026-01-21T20:15:00,2026-01-21T22:24:15.715000,4814.73,4809.82,0.5,0,308080.4,2026-01
SHORT,F2,EXIT_SL_RAISED,2026-01-21T20:15:00,2026-01-21T22:24:15.715000,4814.73,4809.82,0.5,0,308080.4,2026-01
SHORT,F3,EXIT_SL_RAISED,2026-01-21T20:15:00,2026-01-21T22:24:15.715000,4814.73,4809.82,0.5,0,308080.4,2026-01
SHORT,F1,reverse,2026-01-21T23:15:00,2026-01-22T01:00:00,4793.39,4797.0,0.5,0,-226511.25,2026-01
SHORT,F2,reverse,2026-01-21T23:15:00,2026-01-22T01:00:00,4793.39,4797.0,0.5,0,-226511.25,2026-01
SHORT,F3,reverse,2026-01-21T23:15:00,2026-01-22T01:00:00,4793.39,4797.0,0.5,0,-226511.25,2026-01
LONG,F1,reverse,2026-01-22T01:00:00,2026-01-22T02:30:00,4797.0,4795.23,0.5,0,-111059.54,2026-01
LONG,F2,reverse,2026-01-22T01:00:00,2026-01-22T02:30:00,4797.0,4795.23,0.5,0,-111059.54,2026-01
LONG,F3,reverse,2026-01-22T01:00:00,2026-01-22T02:30:00,4797.0,4795.23,0.5,0,-111059.54,2026-01
SHORT,F1,EXIT_INITSL,2026-01-22T02:30:00,2026-01-22T02:51:24.646000,4795.23,4813.8,0.5,0,-1165183.94,2026-01
SHORT,F2,EXIT_INITSL,2026-01-22T02:30:00,2026-01-22T02:51:24.646000,4795.23,4813.8,0.5,0,-1165183.94,2026-01
SHORT,F3,EXIT_INITSL,2026-01-22T02:30:00,2026-01-22T02:51:24.646000,4795.23,4813.8,0.5,0,-1165183.94,2026-01
LONG,F1,EXIT_SL_RAISED,2026-01-22T03:00:00,2026-01-22T06:32:26.448000,4821.67,4820.82,0.5,0,-53333.68,2026-01
LONG,F2,EXIT_SL_RAISED,2026-01-22T03:00:00,2026-01-22T06:32:26.448000,4821.67,4820.82,0.5,0,-53333.68,2026-01
LONG,F3,EXIT_SL_RAISED,2026-01-22T03:00:00,2026-01-22T06:32:26.448000,4821.67,4820.82,0.5,0,-53333.68,2026-01
LONG,F1,EXIT_SL_RAISED,2026-01-22T22:00:00,2026-01-23T00:18:40.283000,4965.48,4945.48,0.5,0,-1254910.0,2026-01
LONG,F2,EXIT_SL_RAISED,2026-01-22T22:00:00,2026-01-23T00:18:40.283000,4965.48,4945.48,0.5,0,-1254910.0,2026-01
LONG,F3,EXIT_SL_RAISED,2026-01-22T22:00:00,2026-01-23T00:18:40.283000,4965.48,4945.48,0.5,0,-1254910.0,2026-01
LONG,F1,EXIT_SL_RAISED,2026-01-23T01:45:00,2026-01-23T03:11:34.666000,4957.2,4951.18,0.5,0,-377727.91,2026-01
LONG,F2,EXIT_SL_RAISED,2026-01-23T01:45:00,2026-01-23T03:11:34.666000,4957.2,4951.18,0.5,0,-377727.91,2026-01
LONG,F3,EXIT_SL_RAISED,2026-01-23T01:45:00,2026-01-23T03:11:34.666000,4957.2,4951.18,0.5,0,-377727.91,2026-01
SHORT,F1,reverse,2026-01-26T02:15:00,2026-01-26T03:00:00,5059.75,5074.64,0.5,0,-934280.5,2026-01
SHORT,F2,reverse,2026-01-26T02:15:00,2026-01-26T03:00:00,5059.75,5074.64,0.5,0,-934280.5,2026-01
SHORT,F3,reverse,2026-01-26T02:15:00,2026-01-26T03:00:00,5059.75,5074.64,0.5,0,-934280.5,2026-01
LONG,F1,EXIT_TRAIL,2026-01-26T03:00:00,2026-01-26T04:00:00,5074.64,5077.88,0.5,0,203295.42,2026-01
LONG,F2,EXIT_TRAIL,2026-01-26T03:00:00,2026-01-26T04:00:00,5074.64,5077.88,0.5,0,203295.42,2026-01
LONG,F3,EXIT_TRAIL,2026-01-26T03:00:00,2026-01-26T04:00:00,5074.64,5077.88,0.5,0,203295.42,2026-01
LONG,F1,reverse,2026-01-26T21:15:00,2026-01-26T21:45:00,5052.68,5031.71,0.5,0,-1315773.14,2026-01
LONG,F2,reverse,2026-01-26T21:15:00,2026-01-26T21:45:00,5052.68,5031.71,0.5,0,-1315773.14,2026-01
LONG,F3,reverse,2026-01-26T21:15:00,2026-01-26T21:45:00,5052.68,5031.71,0.5,0,-1315773.14,2026-01
SHORT,F1,EXIT_SL_RAISED,2026-01-26T21:45:00,2026-01-26T22:10:06.353000,5031.71,5053.15,0.5,0,-1345263.52,2026-01
SHORT,F2,EXIT_SL_RAISED,2026-01-26T21:45:00,2026-01-26T22:10:06.353000,5031.71,5053.15,0.5,0,-1345263.52,2026-01
SHORT,F3,EXIT_SL_RAISED,2026-01-26T21:45:00,2026-01-26T22:10:06.353000,5031.71,5053.15,0.5,0,-1345263.52,2026-01
LONG,F1,reverse,2026-01-26T23:15:00,2026-01-27T02:15:00,5064.28,5063.58,0.5,0,-43921.85,2026-01
LONG,F2,reverse,2026-01-26T23:15:00,2026-01-27T02:15:00,5064.28,5063.58,0.5,0,-43921.85,2026-01
LONG,F3,reverse,2026-01-26T23:15:00,2026-01-27T02:15:00,5064.28,5063.58,0.5,0,-43921.85,2026-01
SHORT,F1,reverse,2026-01-27T02:15:00,2026-01-27T02:45:00,5063.58,5074.96,0.5,0,-714043.79,2026-01
SHORT,F2,reverse,2026-01-27T02:15:00,2026-01-27T02:45:00,5063.58,5074.96,0.5,0,-714043.79,2026-01
SHORT,F3,reverse,2026-01-27T02:15:00,2026-01-27T02:45:00,5063.58,5074.96,0.5,0,-714043.79,2026-01
LONG,F1,EXIT_SL_RAISED,2026-01-27T02:45:00,2026-01-27T05:29:28.394000,5074.96,5076.33,0.5,0,85961.33,2026-01
LONG,F2,EXIT_SL_RAISED,2026-01-27T02:45:00,2026-01-27T05:29:28.394000,5074.96,5076.33,0.5,0,85961.33,2026-01
LONG,F3,EXIT_SL_RAISED,2026-01-27T02:45:00,2026-01-27T05:29:28.394000,5074.96,5076.33,0.5,0,85961.33,2026-01
LONG,F1,EXIT_SL_RAISED,2026-01-27T22:15:00,2026-01-28T05:45:54.850000,5190.07,5283.96,0.5,0,5891175.0,2026-01
LONG,F2,EXIT_SL_RAISED,2026-01-27T22:15:00,2026-01-28T05:45:54.850000,5190.07,5283.96,0.5,0,5891175.0,2026-01
LONG,F3,EXIT_SL_RAISED,2026-01-27T22:15:00,2026-01-28T05:45:54.850000,5190.07,5283.96,0.5,0,5891175.0,2026-01
LONG,F1,EXIT_SL_RAISED,2026-01-28T23:45:00,2026-01-29T04:28:32.588000,5526.06,5546.63,0.5,0,1290674.93,2026-01
LONG,F2,EXIT_SL_RAISED,2026-01-28T23:45:00,2026-01-29T04:28:32.588000,5526.06,5546.63,0.5,0,1290674.93,2026-01
LONG,F3,EXIT_SL_RAISED,2026-01-28T23:45:00,2026-01-29T04:28:32.588000,5526.06,5546.63,0.5,0,1290674.93,2026-01
SHORT,F1,EXIT_SL_RAISED,2026-01-29T22:15:00,2026-01-29T23:39:17.356000,5309.65,5218.43,0.5,0,5723644.51,2026-01
SHORT,F2,EXIT_SL_RAISED,2026-01-29T22:15:00,2026-01-29T23:39:17.356000,5309.65,5218.43,0.5,0,5723644.51,2026-01
SHORT,F3,EXIT_SL_RAISED,2026-01-29T22:15:00,2026-01-29T23:39:17.356000,5309.65,5218.43,0.5,0,5723644.51,2026-01
SHORT,F1,EXIT_SL_RAISED,2026-01-30T03:00:00,2026-01-30T07:19:46.308000,5184.51,5053.3,0.5,0,8232837.06,2026-01
SHORT,F2,EXIT_SL_RAISED,2026-01-30T03:00:00,2026-01-30T07:19:46.308000,5184.51,5053.3,0.5,0,8232837.06,2026-01
SHORT,F3,EXIT_SL_RAISED,2026-01-30T03:00:00,2026-01-30T07:19:46.308000,5184.51,5053.3,0.5,0,8232837.06,2026-01
SHORT,F1,EXIT_SL_RAISED,2026-02-01T20:15:00,2026-02-01T21:11:46.427000,4741.16,4830.93,0.5,1,-5632663.54,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-01T20:15:00,2026-02-01T21:11:46.427000,4741.16,4830.93,0.5,1,-5632663.54,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-01T20:15:00,2026-02-01T21:11:46.427000,4741.16,4830.93,0.5,1,-5632663.54,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-01T22:15:00,2026-02-02T04:03:44.658000,4643.27,4533.65,0.5,0,6878161.71,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-01T22:15:00,2026-02-02T04:03:44.658000,4643.27,4533.65,0.5,0,6878161.71,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-01T22:15:00,2026-02-02T04:03:44.658000,4643.27,4533.65,0.5,0,6878161.71,2026-02
LONG,F1,EXIT_SL_RAISED,2026-02-02T22:15:00,2026-02-02T23:18:14.568000,4829.84,4777.87,0.5,0,-3260883.64,2026-02
LONG,F2,EXIT_SL_RAISED,2026-02-02T22:15:00,2026-02-02T23:18:14.568000,4829.84,4777.87,0.5,0,-3260883.64,2026-02
LONG,F3,EXIT_SL_RAISED,2026-02-02T22:15:00,2026-02-02T23:18:14.568000,4829.84,4777.87,0.5,0,-3260883.64,2026-02
LONG,F1,EXIT_SL_RAISED,2026-02-03T00:45:00,2026-02-03T06:27:16.480000,4805.78,4898.41,0.5,0,5812115.67,2026-02
LONG,F2,EXIT_SL_RAISED,2026-02-03T00:45:00,2026-02-03T06:27:16.480000,4805.78,4898.41,0.5,0,5812115.67,2026-02
LONG,F3,EXIT_SL_RAISED,2026-02-03T00:45:00,2026-02-03T06:27:16.480000,4805.78,4898.41,0.5,0,5812115.67,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-03T20:15:00,2026-02-03T21:13:16.803000,4932.69,4975.96,0.5,0,-2714997.79,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-03T20:15:00,2026-02-03T21:13:16.803000,4932.69,4975.96,0.5,0,-2714997.79,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-03T20:15:00,2026-02-03T21:13:16.803000,4932.69,4975.96,0.5,0,-2714997.79,2026-02
LONG,F1,EXIT_SL_RAISED,2026-02-03T21:15:00,2026-02-04T03:15:21.256000,4987.15,5052.12,0.5,0,4076575.14,2026-02
LONG,F2,EXIT_SL_RAISED,2026-02-03T21:15:00,2026-02-04T03:15:21.256000,4987.15,5052.12,0.5,0,4076575.14,2026-02
LONG,F3,EXIT_SL_RAISED,2026-02-03T21:15:00,2026-02-04T03:15:21.256000,4987.15,5052.12,0.5,0,4076575.14,2026-02
LONG,F1,EXIT_SL_RAISED,2026-02-04T04:00:00,2026-02-04T06:23:11.038000,5076.93,5056.25,0.5,0,-1297576.94,2026-02
LONG,F2,EXIT_SL_RAISED,2026-02-04T04:00:00,2026-02-04T06:23:11.038000,5076.93,5056.25,0.5,0,-1297576.94,2026-02
LONG,F3,EXIT_SL_RAISED,2026-02-04T04:00:00,2026-02-04T06:23:11.038000,5076.93,5056.25,0.5,0,-1297576.94,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-05T02:15:00,2026-02-05T02:45:18.313000,4852.82,4897.1,0.5,0,-2778370.74,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-05T02:15:00,2026-02-05T02:45:18.313000,4852.82,4897.1,0.5,0,-2778370.74,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-05T02:15:00,2026-02-05T02:45:18.313000,4852.82,4897.1,0.5,0,-2778370.74,2026-02
LONG,F1,reverse,2026-02-05T03:15:00,2026-02-05T06:00:00,4910.75,4912.26,0.5,0,94745.71,2026-02
LONG,F2,reverse,2026-02-05T03:15:00,2026-02-05T06:00:00,4910.75,4912.26,0.5,0,94745.71,2026-02
LONG,F3,reverse,2026-02-05T03:15:00,2026-02-05T06:00:00,4910.75,4912.26,0.5,0,94745.71,2026-02
LONG,F1,EXIT_SL_RAISED,2026-02-05T23:00:00,2026-02-06T03:34:33.376000,4774.52,4843.79,0.5,0,4346380.78,2026-02
LONG,F2,EXIT_SL_RAISED,2026-02-05T23:00:00,2026-02-06T03:34:33.376000,4774.52,4843.79,0.5,0,4346380.78,2026-02
LONG,F3,EXIT_SL_RAISED,2026-02-05T23:00:00,2026-02-06T03:34:33.376000,4774.52,4843.79,0.5,0,4346380.78,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-08T23:00:00,2026-02-08T23:54:36.870000,4982.43,5013.68,0.5,0,-1960796.88,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-08T23:00:00,2026-02-08T23:54:36.870000,4982.43,5013.68,0.5,0,-1960796.88,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-08T23:00:00,2026-02-08T23:54:36.870000,4982.43,5013.68,0.5,0,-1960796.88,2026-02
LONG,F1,EXIT_SL_RAISED,2026-02-09T03:00:00,2026-02-09T04:14:04.227000,5037.01,5011.27,0.5,0,-1615069.17,2026-02
LONG,F2,EXIT_SL_RAISED,2026-02-09T03:00:00,2026-02-09T04:14:04.227000,5037.01,5011.27,0.5,0,-1615069.17,2026-02
LONG,F3,EXIT_SL_RAISED,2026-02-09T03:00:00,2026-02-09T04:14:04.227000,5037.01,5011.27,0.5,0,-1615069.17,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-09T20:15:00,2026-02-09T20:43:45.977000,5013.21,5038.57,0.5,0,-1591225.88,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-09T20:15:00,2026-02-09T20:43:45.977000,5013.21,5038.57,0.5,0,-1591225.88,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-09T20:15:00,2026-02-09T20:43:45.977000,5013.21,5038.57,0.5,0,-1591225.88,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-09T22:30:00,2026-02-09T23:22:37.236000,5017.1,5051.02,0.5,0,-2128327.36,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-09T22:30:00,2026-02-09T23:22:37.236000,5017.1,5051.02,0.5,0,-2128327.36,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-09T22:30:00,2026-02-09T23:22:37.236000,5017.1,5051.02,0.5,0,-2128327.36,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-10T00:15:00,2026-02-10T02:53:01.921000,5026.77,5040.37,0.5,0,-853338.8,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-10T00:15:00,2026-02-10T02:53:01.921000,5026.77,5040.37,0.5,0,-853338.8,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-10T00:15:00,2026-02-10T02:53:01.921000,5026.77,5040.37,0.5,0,-853338.8,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-10T04:30:00,2026-02-10T05:45:52.957000,5025.1,5051.02,0.5,0,-1626363.36,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-10T04:30:00,2026-02-10T05:45:52.957000,5025.1,5051.02,0.5,0,-1626363.36,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-10T04:30:00,2026-02-10T05:45:52.957000,5025.1,5051.02,0.5,0,-1626363.36,2026-02
LONG,F1,EXIT_SL_RAISED,2026-02-10T21:30:00,2026-02-11T04:48:07.640000,5040.54,5048.88,0.5,0,523297.47,2026-02
LONG,F2,EXIT_SL_RAISED,2026-02-10T21:30:00,2026-02-11T04:48:07.640000,5040.54,5048.88,0.5,0,523297.47,2026-02
LONG,F3,EXIT_SL_RAISED,2026-02-10T21:30:00,2026-02-11T04:48:07.640000,5040.54,5048.88,0.5,0,523297.47,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-11T21:45:00,2026-02-11T23:01:00.487000,5059.05,5071.22,0.5,0,-763612.74,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-11T21:45:00,2026-02-11T23:01:00.487000,5059.05,5071.22,0.5,0,-763612.74,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-11T21:45:00,2026-02-11T23:01:00.487000,5059.05,5071.22,0.5,0,-763612.74,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-12T00:30:00,2026-02-12T02:06:01.142000,5059.9,5073.5,0.5,0,-853338.8,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-12T00:30:00,2026-02-12T02:06:01.142000,5059.9,5073.5,0.5,0,-853338.8,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-12T00:30:00,2026-02-12T02:06:01.142000,5059.9,5073.5,0.5,0,-853338.8,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-12T03:30:00,2026-02-12T05:04:42.461000,5055.37,5068.33,0.5,0,-813181.68,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-12T03:30:00,2026-02-12T05:04:42.461000,5055.37,5068.33,0.5,0,-813181.68,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-12T03:30:00,2026-02-12T05:04:42.461000,5055.37,5068.33,0.5,0,-813181.68,2026-02
LONG,F1,EXIT_SL_RAISED,2026-02-12T21:15:00,2026-02-13T02:19:14.466000,4942.37,4968.96,0.5,0,1668402.85,2026-02
LONG,F2,EXIT_SL_RAISED,2026-02-12T21:15:00,2026-02-13T02:19:14.466000,4942.37,4968.96,0.5,0,1668402.85,2026-02
LONG,F3,EXIT_SL_RAISED,2026-02-12T21:15:00,2026-02-13T02:19:14.466000,4942.37,4968.96,0.5,0,1668402.85,2026-02
SHORT,F1,reverse,2026-02-13T02:45:00,2026-02-13T04:00:00,4963.96,4967.52,0.5,0,-223373.98,2026-02
SHORT,F2,reverse,2026-02-13T02:45:00,2026-02-13T04:00:00,4963.96,4967.52,0.5,0,-223373.98,2026-02
SHORT,F3,reverse,2026-02-13T02:45:00,2026-02-13T04:00:00,4963.96,4967.52,0.5,0,-223373.98,2026-02
LONG,F1,reverse,2026-02-13T04:00:00,2026-02-13T06:30:00,4967.52,4964.6,0.5,0,-183216.86,2026-02
LONG,F2,reverse,2026-02-13T04:00:00,2026-02-13T06:30:00,4967.52,4964.6,0.5,0,-183216.86,2026-02
LONG,F3,reverse,2026-02-13T04:00:00,2026-02-13T06:30:00,4967.52,4964.6,0.5,0,-183216.86,2026-02
LONG,F1,EXIT_SL_RAISED,2026-02-15T20:30:00,2026-02-15T21:03:32.165000,5029.66,5002.96,0.5,0,-1675304.85,2026-02
LONG,F2,EXIT_SL_RAISED,2026-02-15T20:30:00,2026-02-15T21:03:32.165000,5029.66,5002.96,0.5,0,-1675304.85,2026-02
LONG,F3,EXIT_SL_RAISED,2026-02-15T20:30:00,2026-02-15T21:03:32.165000,5029.66,5002.96,0.5,0,-1675304.85,2026-02
SHORT,F1,EXIT_SL_RAISED,2026-02-15T21:30:00,2026-02-16T02:30:08.880000,5012.34,4987.65,0.5,0,1549186.4,2026-02
SHORT,F2,EXIT_SL_RAISED,2026-02-15T21:30:00,2026-02-16T02:30:08.880000,5012.34,4987.65,0.5,0,1549186.4,2026-02
SHORT,F3,EXIT_SL_RAISED,2026-02-15T21:30:00,2026-02-16T02:30:08.880000,5012.34,4987.65,0.5,0,1549186.4,2026-02
SHORT,F1,EXIT_TRAIL,2026-02-16T20:45:00,2026-02-16T22:15:00,4989.75,4950.46,0.5,0,2465270.69,2026-02
