side,ficha,reason,t_in,t_out,entry_fill,exit_fill,spread,entry_delay_bars,net_067lot_clp,month
SHORT,F1,EXIT_STLINE,2026-01-01T23:30:00,2026-01-01T23:30:03.104000,4347.59,4348.63,0.5,0,-65255.32,2026-01
LONG,F1,EXIT_STLINE,2026-01-01T23:45:00,2026-01-02T10:25:02.976000,4351.88,4378.57,0.5,0,1674677.39,2026-01
LONG,F1,EXIT_STLINE,2026-01-05T21:45:00,2026-01-05T22:02:39.398000,4436.85,4432.7,0.5,0,-260393.83,2026-01
LONG,F1,EXIT_STLINE,2026-01-05T22:15:00,2026-01-05T22:33:27.164000,4442.17,4432.97,0.5,0,-577258.6,2026-01
LONG,F1,EXIT_STLINE,2026-01-05T22:45:00,2026-01-06T06:47:11.237000,4439.51,4448.58,0.5,0,569101.68,2026-01
SHORT,F1,EXIT_STLINE,2026-01-06T22:15:00,2026-01-07T05:36:57.631000,4470.81,4470.0,0.5,0,50823.86,2026-01
LONG,F1,EXIT_STLINE,2026-01-07T22:15:00,2026-01-07T22:44:15.288000,4457.49,4446.41,0.5,0,-695220.14,2026-01
LONG,F1,EXIT_STLINE,2026-01-07T22:45:00,2026-01-07T22:45:24.548000,4447.85,4445.83,0.5,0,-126745.91,2026-01
LONG,F1,EXIT_STLINE,2026-01-07T23:00:00,2026-01-07T23:00:30.874000,4448.78,4446.44,0.5,0,-146824.47,2026-01
SHORT,F1,EXIT_STLINE,2026-01-07T23:15:00,2026-01-08T11:47:46.787000,4446.2,4436.88,0.5,0,584788.06,2026-01
LONG,F1,EXIT_STLINE,2026-01-08T22:15:00,2026-01-08T22:16:50.839000,4459.58,4458.04,0.5,0,-96628.07,2026-01
SHORT,F1,EXIT_STLINE,2026-01-08T22:30:00,2026-01-09T09:00:48.476000,4457.22,4478.54,0.5,0,-1337734.06,2026-01
LONG,F1,EXIT_STLINE,2026-01-13T22:15:00,2026-01-14T11:39:56.576000,4615.8,4617.77,0.5,0,123608.64,2026-01
LONG,F1,EXIT_STLINE,2026-01-14T20:15:00,2026-01-14T20:18:14.274000,4617.17,4612.46,0.5,0,-295531.31,2026-01
SHORT,F1,EXIT_STLINE,2026-01-14T20:30:00,2026-01-15T07:24:35.687000,4608.98,4615.81,0.5,0,-428551.77,2026-01
LONG,F1,EXIT_STLINE,2026-01-15T22:00:00,2026-01-15T22:00:00.992000,4600.43,4598.49,0.5,0,-121726.27,2026-01
LONG,F1,EXIT_STLINE,2026-01-15T22:15:00,2026-01-15T23:00:25.509000,4604.14,4598.94,0.5,0,-326276.6,2026-01
SHORT,F1,EXIT_STLINE,2026-01-15T23:15:00,2026-01-16T02:51:16.272000,4597.75,4613.64,0.5,0,-997026.0,2026-01
SHORT,F1,EXIT_STLINE,2026-01-16T03:00:00,2026-01-16T08:34:09.848000,4611.37,4613.63,0.5,0,-141804.83,2026-01
SHORT,F1,EXIT_STLINE,2026-01-19T21:30:00,2026-01-20T00:40:07.576000,4659.49,4677.52,0.5,0,-1131301.37,2026-01
SHORT,F1,EXIT_STLINE,2026-01-20T00:45:00,2026-01-20T00:45:00.092000,4676.69,4677.19,0.5,0,-31372.75,2026-01
LONG,F1,EXIT_STLINE,2026-01-20T01:00:00,2026-01-21T04:00:03.578000,4680.53,4843.57,0.5,0,10230026.32,2026-01
SHORT,F1,EXIT_STLINE,2026-01-21T21:00:00,2026-01-22T03:25:32.619000,4778.13,4829.27,0.5,0,-3208804.87,2026-01
SHORT,F1,EXIT_STLINE,2026-01-22T03:30:00,2026-01-22T04:02:12.020000,4825.41,4829.45,0.5,0,-253491.82,2026-01
LONG,F1,EXIT_STLINE,2026-01-26T22:15:00,2026-01-27T11:05:41.798000,5072.01,5061.68,0.5,0,-648161.01,2026-01
LONG,F1,EXIT_STLINE,2026-01-28T22:15:00,2026-01-29T05:42:08.757000,5480.28,5509.36,0.5,0,1824639.14,2026-01
SHORT,F1,EXIT_STLINE,2026-01-29T22:15:00,2026-01-30T16:45:34.475000,5309.65,4932.07,0.5,0,23691445.89,2026-01
LONG,F1,EXIT_STLINE,2026-02-01T20:15:00,2026-02-01T20:15:49.454000,4741.66,4733.5,0.5,0,-512003.28,2026-02
SHORT,F1,EXIT_STLINE,2026-02-01T20:30:00,2026-02-02T05:22:21.897000,4728.01,4648.03,0.5,0,5018385.09,2026-02
LONG,F1,EXIT_STLINE,2026-02-02T21:00:00,2026-02-03T15:32:30.589000,4774.6,4902.01,0.5,0,7994404.15,2026-02
LONG,F1,EXIT_STLINE,2026-02-04T20:15:00,2026-02-04T22:19:36.690000,5010.25,4944.52,0.5,0,-4124261.71,2026-02
LONG,F1,EXIT_STLINE,2026-02-04T22:30:00,2026-02-04T23:05:21.165000,4952.45,4944.33,0.5,0,-509493.46,2026-02
SHORT,F1,EXIT_STLINE,2026-02-04T23:15:00,2026-02-05T04:26:14.375000,4915.24,4935.78,0.5,0,-1288792.57,2026-02
SHORT,F1,EXIT_STLINE,2026-02-05T23:00:00,2026-02-05T23:00:01.297000,4774.02,4775.66,0.5,0,-102902.62,2026-02
LONG,F1,EXIT_STLINE,2026-02-05T23:15:00,2026-02-08T22:36:49.530000,4787.99,4982.78,0.5,0,12222195.94,2026-02
LONG,F1,EXIT_STLINE,2026-02-08T22:45:00,2026-02-08T22:58:46.892000,5010.04,4982.9,0.5,0,-1702912.87,2026-02
SHORT,F1,EXIT_STLINE,2026-02-08T23:00:00,2026-02-09T11:45:03.168000,4982.43,5039.6,0.5,0,-3587160.24,2026-02
SHORT,F1,EXIT_STLINE,2026-02-09T20:15:00,2026-02-10T06:09:16.420000,5013.21,5063.32,0.5,0,-3144177.0,2026-02
SHORT,F1,EXIT_STLINE,2026-02-10T06:15:00,2026-02-10T11:16:25.632000,5051.64,5063.37,0.5,0,-736004.71,2026-02
SHORT,F1,EXIT_STLINE,2026-02-10T20:30:00,2026-02-10T22:59:08.679000,5046.55,5052.83,0.5,0,-394041.74,2026-02
SHORT,F1,EXIT_STLINE,2026-02-10T23:00:00,2026-02-10T23:00:00.062000,5052.37,5052.87,0.5,0,-31372.75,2026-02
SHORT,F1,EXIT_STLINE,2026-02-10T23:15:00,2026-02-10T23:43:06.478000,5037.1,5052.6,0.5,0,-972555.25,2026-02
LONG,F1,EXIT_STLINE,2026-02-10T23:45:00,2026-02-11T09:41:06.621000,5054.32,5079.76,0.5,0,1596245.52,2026-02
LONG,F1,EXIT_STLINE,2026-02-12T22:30:00,2026-02-13T08:00:39.522000,4970.28,4944.39,0.5,0,-1624480.99,2026-02
SHORT,F1,EXIT_STLINE,2026-02-16T00:00:00,2026-02-16T04:47:39.358000,4994.51,5010.22,0.5,0,-985731.81,2026-02
SHORT,F1,EXIT_STLINE,2026-02-16T20:30:00,2026-02-17T05:12:43.091000,4994.21,4928.11,0.5,0,4147477.55,2026-02
LONG,F1,EXIT_STLINE,2026-02-17T23:45:00,2026-02-18T07:38:08.211000,4905.31,4910.95,0.5,0,353884.62,2026-02
LONG,F1,EXIT_STLINE,2026-02-18T20:15:00,2026-02-18T20:17:14.274000,4977.3,4973.89,0.5,0,-213962.15,2026-02
LONG,F1,EXIT_STLINE,2026-02-18T20:30:00,2026-02-18T20:56:03.642000,4982.32,4973.76,0.5,0,-537101.48,2026-02
LONG,F1,EXIT_STLINE,2026-02-18T21:00:00,2026-02-18T21:00:14.751000,4976.36,4973.86,0.5,0,-156863.75,2026-02
SHORT,F1,EXIT_STLINE,2026-02-18T21:15:00,2026-02-19T02:06:05.488000,4967.8,4990.8,0.5,0,-1443146.5,2026-02
SHORT,F1,EXIT_STLINE,2026-02-19T02:15:00,2026-02-19T02:31:18.921000,4990.21,4990.87,0.5,0,-41412.03,2026-02
LONG,F1,EXIT_STLINE,2026-02-19T02:45:00,2026-02-19T06:36:07.640000,4996.35,4998.48,0.5,0,133647.91,2026-02
SHORT,F1,EXIT_STLINE,2026-02-19T22:15:00,2026-02-20T03:00:57.351000,5013.29,5014.64,0.5,0,-84706.43,2026-02
LONG,F1,EXIT_STLINE,2026-02-20T03:15:00,2026-02-20T09:30:57.699000,5016.96,5009.35,0.5,0,-477493.25,2026-02
SHORT,F1,EXIT_STLINE,2026-02-23T22:15:00,2026-02-24T12:45:43.609000,5185.32,5154.12,0.5,0,1957659.6,2026-02
SHORT,F1,EXIT_STLINE,2026-02-24T20:15:00,2026-02-24T22:07:58.600000,5135.6,5169.58,0.5,0,-2132092.09,2026-02
LONG,F1,EXIT_STLINE,2026-02-24T22:15:00,2026-02-25T07:20:44.347000,5175.27,5174.84,0.5,0,-26980.57,2026-02
SHORT,F1,EXIT_STLINE,2026-02-25T22:15:00,2026-02-25T22:15:23.343000,5187.49,5193.04,0.5,0,-348237.53,2026-02
SHORT,F1,EXIT_STLINE,2026-02-25T22:30:00,2026-02-25T22:41:30.944000,5180.38,5192.82,0.5,0,-780554.02,2026-02
SHORT,F1,EXIT_STLINE,2026-02-25T22:45:00,2026-02-25T22:52:44.661000,5189.35,5192.92,0.5,0,-224001.43,2026-02
SHORT,F1,EXIT_STLINE,2026-02-25T23:00:00,2026-02-25T23:00:05.313000,5191.36,5193.24,0.5,0,-117961.54,2026-02
SHORT,F1,EXIT_STLINE,2026-02-25T23:15:00,2026-02-26T00:18:09.193000,5182.83,5192.9,0.5,0,-631847.18,2026-02
SHORT,F1,EXIT_STLINE,2026-02-26T00:30:00,2026-02-26T00:57:08.408000,5188.19,5193.18,0.5,0,-313100.05,2026-02
SHORT,F1,EXIT_STLINE,2026-02-26T01:00:00,2026-02-26T01:00:00.077000,5192.53,5193.03,0.5,0,-31372.75,2026-02
LONG,F1,EXIT_STLINE,2026-02-26T01:15:00,2026-02-26T05:33:46.247000,5197.2,5173.46,0.5,0,-1489578.17,2026-02
LONG,F1,EXIT_STLINE,2026-02-26T22:15:00,2026-02-27T06:51:14.487000,5176.83,5172.34,0.5,0,-281727.29,2026-02
SHORT,F1,EXIT_STLINE,2026-03-03T03:00:00,2026-03-03T09:55:52.791000,5319.03,5213.57,0.5,0,6617140.43,2026-03
LONG,F1,EXIT_STLINE,2026-03-03T22:15:00,2026-03-04T03:06:30.285000,5159.84,5121.99,0.5,0,-2374917.18,2026-03
LONG,F1,EXIT_STLINE,2026-03-04T03:15:00,2026-03-04T09:41:23.032000,5142.35,5158.49,0.5,0,1012712.37,2026-03
SHORT,F1,EXIT_STLINE,2026-03-04T21:30:00,2026-03-04T21:40:50.620000,5173.36,5174.85,0.5,0,-93490.8,2026-03
SHORT,F1,EXIT_STLINE,2026-03-04T21:45:00,2026-03-04T21:49:10.524000,5171.28,5174.61,0.5,0,-208942.51,2026-03
SHORT,F1,EXIT_STLINE,2026-03-04T22:00:00,2026-03-04T22:00:51.180000,5172.41,5174.68,0.5,0,-142432.29,2026-03
LONG,F1,EXIT_STLINE,2026-03-04T22:15:00,2026-03-05T02:58:16.568000,5177.0,5152.16,0.5,0,-1558598.22,2026-03
SHORT,F1,EXIT_STLINE,2026-03-05T03:00:00,2026-03-05T06:06:22.018000,5148.44,5174.5,0.5,0,-1635147.73,2026-03
